training/actor_loss,training/bc_loss,training/critic_loss,training/grad/max,training/grad/min,training/grad/norm,training/q,training/q_max,training/q_mean,training/q_min,training/q_pe_max,training/q_pe_mean,training/q_pe_min,training/total_loss,time/epoch_time,time/total_time,step
38.201393,0.44772553,0.16854711,0.22448912,-0.38794947,7.5082164,-38.25572,-0.29172817,-38.25572,-43.491703,-0.46091148,-38.201393,-43.449375,38.414715,0.010110491371154785,101.10494065284729,10000
54.876213,0.53134316,0.1218127,0.09685905,-0.11165937,5.8413234,-54.99142,-10.301468,-54.99142,-68.676285,-10.705309,-54.876213,-68.61663,55.05116,0.009502182698249817,196.12677693367004,20000
63.1334,0.51597536,0.10499884,0.11691905,-0.14180893,3.66937,-63.271606,0.2795211,-63.271606,-82.86992,-0.06666066,-63.1334,-82.82864,63.289997,0.009550949716567994,291.6362793445587,30000
70.363815,0.55183554,0.09850755,0.11299935,-0.13208716,3.1701157,-70.496124,-15.099289,-70.496124,-91.02505,-17.12752,-70.363815,-90.93524,70.51751,0.011199947929382325,403.6357641220093,40000
69.82533,0.50508153,0.1276332,0.17041117,-0.22063114,3.3722248,-69.938545,0.18500644,-69.938545,-95.83919,-0.0847462,-69.82533,-95.680824,70.00347,0.01120120735168457,515.6478447914124,50000
73.58561,0.4072015,0.12539214,0.1838229,-0.0938286,2.9544072,-73.71713,-0.26124176,-73.71713,-99.27242,-0.58176595,-73.58561,-99.08452,73.75172,0.011198254084587097,627.630393743515,60000
74.35339,0.46901453,0.1376612,0.19450526,-0.28239948,3.990024,-74.49923,0.6553861,-74.49923,-102.07365,0.23334494,-74.35339,-101.64679,74.53796,0.011196645760536195,739.5968549251556,70000
74.69384,0.42133212,0.1093555,0.4428314,-0.3876098,5.3243375,-74.82589,0.7390887,-74.82589,-138.72438,0.24775253,-74.69384,-137.0208,74.84532,0.011199428391456604,851.5911438465118,80000
76.412,0.47471824,0.12219315,0.17011707,-0.26860666,3.29144,-76.55708,-7.516317,-76.55708,-110.23462,-5.389586,-76.412,-109.927444,76.581665,0.011195916485786437,963.5503137111664,90000
78.998146,0.4232683,0.10482361,0.4124779,-0.5326025,5.430893,-79.12635,0.35367122,-79.12635,-115.76544,-0.3016381,-78.998146,-115.408195,79.145294,0.01119607036113739,1075.5110235214233,100000
80.70386,0.52222717,0.23131429,1.3903599,-0.99661577,11.035713,-80.79127,0.3796286,-80.79127,-175.499,-3.0347784,-80.70386,-174.5177,80.9874,0.011190083813667297,1187.4118671417236,110000
79.66973,0.4384423,0.08173073,0.15913737,-0.12164873,2.7089844,-79.79963,0.0024091452,-79.79963,-112.190186,-0.5435075,-79.66973,-111.85746,79.79531,0.011188619112968444,1299.2980637550354,120000
