training/actor_loss,training/bc_loss,training/critic_loss,training/grad/max,training/grad/min,training/grad/norm,training/q,training/q_max,training/q_mean,training/q_min,training/q_pe_max,training/q_pe_mean,training/q_pe_min,training/total_loss,time/epoch_time,time/total_time,step
39.130455,0.51075625,0.13021183,0.11031017,-0.103372656,3.2176914,-39.19345,-0.18832995,-39.19345,-43.704796,-0.41410992,-39.130455,-43.677162,39.31174,0.012082058310508728,120.82059693336487,10000
53.14095,0.51996815,0.13743523,0.13707262,-0.11895598,3.7730298,-53.265198,-0.14877298,-53.265198,-67.62268,-0.5782561,-53.14095,-67.58355,53.330383,0.011421911025047303,235.0397138595581,20000
62.890495,0.4549966,0.10334187,0.25599596,-0.2216144,5.170564,-62.97764,0.52033097,-62.97764,-81.58718,0.38456926,-62.890495,-81.52954,63.039333,0.011416820335388184,349.20792388916016,30000
69.36073,0.49168062,0.10444043,0.20164603,-0.17271838,3.7271047,-69.464745,-1.145877,-69.464745,-90.51938,-2.5077016,-69.36073,-90.458336,69.51434,0.011414498877525329,463.3529245853424,40000
71.970406,0.49005398,0.24973679,0.83701354,-0.87709224,10.578343,-72.07957,0.42209104,-72.07957,-95.963196,-1.0880921,-71.970406,-95.832535,72.26915,0.011412983345985412,577.482764005661,50000
73.87099,0.48915625,0.1252503,0.27628893,-0.13942029,4.6884036,-73.99147,-0.6263573,-73.99147,-99.80862,-0.79478323,-73.87099,-99.669785,74.04515,0.011419552111625672,691.678290605545,60000
75.74516,0.4676932,0.15698329,0.18449633,-0.1923088,5.187645,-75.86437,0.023360223,-75.86437,-113.23551,-0.2749944,-75.74516,-112.86436,75.94891,0.011418866658210755,805.8669855594635,70000
77.4722,0.45720756,0.11077309,0.26209766,-0.44228262,4.7128816,-77.57987,-0.3070228,-77.57987,-112.605125,-0.40108424,-77.4722,-112.162636,77.62869,0.011415055918693542,920.0175499916077,80000
79.52498,0.466291,0.20097327,0.25806937,-0.51547164,7.2344956,-79.6382,0.5147667,-79.6382,-140.68968,-0.17871411,-79.52498,-139.77718,79.77258,0.011416189527511597,1034.1794517040253,90000
77.46036,0.46831837,0.11628061,0.19445503,-0.16140445,4.016099,-77.633766,-0.16793978,-77.633766,-188.24895,-0.48096615,-77.46036,-187.25641,77.62347,0.01141210651397705,1148.3005282878876,100000
80.43879,0.44988638,0.12647584,0.15660954,-0.1448818,3.7629342,-80.55265,-0.36342162,-80.55265,-116.98102,-1.7064489,-80.43879,-116.59048,80.61025,0.011417308139801026,1262.4736170768738,110000
80.99451,0.46264133,0.18539762,0.31662628,-0.6558526,6.3353987,-81.10565,0.31736326,-81.10565,-202.03206,-1.0101317,-80.99451,-199.3254,81.226166,0.011411474370956421,1376.5883674621582,120000
81.69369,0.43821424,0.1451942,0.23601945,-0.20392777,5.9635735,-81.84978,0.8943386,-81.84978,-201.60774,0.049646724,-81.69369,-200.78554,81.882706,0.011403859782218933,1490.6269702911377,130000
