training/actor_loss,training/bc_loss,training/critic_loss,training/grad/max,training/grad/min,training/grad/norm,training/q,training/q_max,training/q_mean,training/q_min,training/q_pe_max,training/q_pe_mean,training/q_pe_min,training/total_loss,time/epoch_time,time/total_time,step
46.26134,0.5277923,0.36463088,0.5711963,-0.63220733,10.723497,-46.261967,-4.4246893,-46.261967,-47.744503,-8.505073,-46.26134,-47.679806,46.78431,0.010272429203987122,102.72430157661438,10000
77.06317,0.5124441,0.7373875,1.1754909,-1.8457574,21.536396,-77.09795,-1.3904026,-77.09795,-84.1349,-2.6320248,-77.06317,-83.793816,77.95429,0.00948431224822998,197.56743240356445,20000
94.48719,0.5470291,0.8674254,0.9720187,-0.9788817,16.591297,-94.66141,-0.45882925,-94.66141,-112.937904,-1.340626,-94.48719,-112.73695,95.51872,0.009638942050933838,293.9568636417389,30000
90.0291,0.56582296,2.2287316,0.83634835,-1.3254148,41.440887,-90.47042,-2.8850372,-90.47042,-129.35248,-3.613556,-90.0291,-129.24052,92.427574,0.008912506556510925,383.08194303512573,40000
80.83278,0.49420604,0.62604946,0.22907008,-0.25100312,9.585459,-81.00924,-1.8600835,-81.00924,-126.16571,-2.9384525,-80.83278,-125.72499,81.60709,0.0077533865690231326,460.615816116333,50000
83.77013,0.5151494,0.7389919,1.0601414,-0.6900221,16.80029,-83.98168,-7.972643,-83.98168,-121.39821,-8.402985,-83.77013,-121.124756,84.66366,0.007851901865005494,539.1348423957825,60000
83.798256,0.45702735,0.46575084,0.13921298,-0.15069903,7.15018,-83.97021,-6.0075884,-83.97021,-122.07147,-7.40981,-83.798256,-121.529785,84.401115,0.00788209547996521,617.9558064937592,70000
88.76153,0.50437397,0.49106985,0.13316026,-0.18547514,9.8257885,-88.98977,-8.256589,-88.98977,-124.67804,-8.799873,-88.76153,-124.494804,89.403915,0.009722015619277954,715.1759698390961,80000
91.655,0.44898796,0.43809962,0.40872464,-0.15199496,9.326676,-91.871155,-17.735945,-91.871155,-134.77774,-18.290035,-91.655,-134.592,92.2278,0.011462166047096253,829.7976424694061,90000
92.24609,0.4403644,0.3761594,0.25293434,-0.2924802,6.2711515,-92.41367,-6.9818935,-92.41367,-135.90294,-8.863207,-92.24609,-135.14427,92.754364,0.01128665738105774,942.6642279624939,100000
95.82155,0.4643176,0.37775227,0.169347,-0.34102276,7.2901497,-96.01559,-10.285873,-96.01559,-139.53267,-12.556033,-95.82155,-139.23764,96.3386,0.009754633021354675,1040.2105674743652,110000
98.484245,0.4892746,0.52244014,0.4600389,-0.4253732,10.962122,-98.6762,-2.3993073,-98.6762,-144.2079,-3.4266362,-98.484245,-144.10515,99.153465,0.00975012834072113,1137.711859703064,120000
97.0605,0.48670605,0.65505135,1.1538349,-1.1834989,24.92551,-97.24206,-3.1480143,-97.24206,-151.04521,-5.9502025,-97.0605,-150.61082,97.861565,0.009757199335098266,1235.283863067627,130000
98.35094,0.47581357,0.41328073,0.1767223,-0.23929651,7.2242656,-98.51604,-4.8865047,-98.51604,-154.3605,-5.2079873,-98.35094,-154.14804,98.90697,0.00918434660434723,1327.1273593902588,140000
102.768745,0.4896352,0.5881449,0.35519487,-0.27880216,11.707329,-102.93176,-11.357151,-102.93176,-152.84508,-12.6935005,-102.768745,-152.28711,103.50378,0.008019243192672729,1407.319804430008,150000
101.517914,0.5216016,0.6440645,0.42332444,-0.71563846,11.487729,-101.71533,-0.92631525,-101.71533,-154.02371,-3.2801445,-101.517914,-153.62889,102.31846,0.007938189697265625,1486.7017080783844,160000
98.83087,0.43183354,0.66310674,0.7815255,-0.75613695,18.435265,-99.0741,-7.7867126,-99.0741,-154.47832,-8.733915,-98.83087,-154.28838,99.62353,0.008678441667556762,1573.4861369132996,170000
100.40981,0.50437456,0.49606252,0.47564977,-0.30164558,11.333773,-100.56809,-2.000336,-100.56809,-159.62029,-13.003964,-100.40981,-159.30498,101.05719,0.009803623580932617,1671.5223834514618,180000
103.2216,0.4897455,0.5452528,0.3750785,-0.52704996,10.695052,-103.40116,-5.2921033,-103.40116,-161.73808,-10.372382,-103.2216,-161.3184,103.91378,0.009792517733573914,1769.4475736618042,190000
104.52911,0.45153546,0.5072906,0.22027624,-0.38666818,13.259539,-104.72808,0.19009513,-104.72808,-160.39516,-0.7788336,-104.52911,-160.1201,105.17187,0.009755876851081847,1867.0063490867615,200000
105.60237,0.43667677,0.50364506,0.44863966,-0.56976247,9.432737,-105.73423,-5.406049,-105.73423,-165.26001,-7.146464,-105.60237,-164.46823,106.23702,0.01125670793056488,1979.5734355449677,210000
102.87606,0.45952734,0.44254565,0.28462297,-0.27887604,8.925123,-103.029724,-1.6594678,-103.029724,-159.50511,-3.650847,-102.87606,-159.12903,103.45646,0.01142376971244812,2093.8111519813538,220000
108.30522,0.475726,0.43685737,0.22143164,-0.1443288,7.396725,-108.50569,-0.9165991,-108.50569,-167.37311,-1.9432497,-108.30522,-167.23094,108.884796,0.01142044711112976,2208.0156302452087,230000
